name,date_for_local_environment,lon,lat,basin
1979031S12056,3/02/1979 12:00,59.5,-21,SI
1979041S19051,10/02/1979 6:00,51.3,-19,SI
1979077N07150,19/03/1979 0:00,144.8,8.4,WP
1979126N04148,11/05/1979 0:00,125.9,9.2,WP
1979137N19116,21/05/1979 6:00,114.8,19.1,WP
1979171N10315,20/06/1979 0:00,-47,10.5,NA
1979174N07143,29/06/1979 6:00,136.2,13.8,WP
1979180N03155,1/07/1979 0:00,151,6,WP
1979197N13314,15/07/1979 12:00,-46.3,12.5,NA
1979205N10148,27/07/1979 0:00,139.7,13,WP
1979219N15138,7/08/1979 0:00,138,15,WP
1979242N22143,31/08/1979 12:00,135.8,25,WP
1979243N19154,2/09/1979 0:00,151.4,21.5,WP
1979248N16339,4/09/1979 12:00,-21,15.5,NA
1979254N10140,14/09/1979 6:00,134.8,12,WP
1979258N10120,17/09/1979 12:00,114.8,15.5,WP
1979262N15149,21/09/1979 6:00,140,12,WP
1979271N13113,2/10/1979 18:00,121,15.6,WP
1979275N05159,4/10/1979 6:00,152.9,6.2,WP
1979311N10142,7/11/1979 0:00,142.7,11.3,WP
1980003S15137,7/01/1980 0:00,149.2,-21.6,SP
1980052S16155,26/02/1980 12:00,153.1,-23.6,SP
1980073S09133,13/03/1980 18:00,133.8,-10,SP
1980126N08150,9/05/1980 6:00,138.5,8,WP
1980140N16116,20/05/1980 12:00,114.5,14.5,WP
1980171N06142,22/06/1980 12:00,128.7,10,WP
1980197N07154,16/07/1980 6:00,147.2,9.8,WP
1980200N13249,18/07/1980 12:00,-111.5,13.5,EP
1980201N08155,19/07/1980 18:00,149.6,10.1,WP
1980208N23153,27/07/1980 18:00,148.4,22.6,WP
1980236N15144,23/08/1980 6:00,141.9,16.2,WP
1980245N16322,5/09/1980 0:00,-65.8,26.1,NA
1980246N05151,5/09/1980 0:00,144,11.5,WP
1980254N14112,12/09/1980 0:00,115.3,19,WP
1980269N15147,25/09/1980 18:00,145.2,15.7,WP
1980270N13165,26/09/1980 18:00,161,12,WP
1980282N19162,11/10/1980 6:00,150.1,22.1,WP
1980300N08137,28/10/1980 0:00,128,10.9,WP
1980313N14277,7/11/1980 12:00,-82.6,13.6,NA
1981039S09178,8/02/1981 12:00,176,-10,SP
1981047S18181,17/02/1981 0:00,-173,-20.4,SP
1981056S14141,2/03/1981 0:00,157.6,-21,SP
1981077S13198,17/03/1981 12:00,-161.8,-13.3,SP
1981086S16183,28/03/1981 0:00,-176.7,-17.9,SP
1981166N11135,15/06/1981 12:00,132,12,WP
1981176N08150,28/06/1981 12:00,135.5,13.5,WP
1981207N22150,26/07/1981 6:00,148.5,22,WP
1981214N13113,3/08/1981 0:00,115,15,WP
1981226N16119,16/08/1981 18:00,114,17.5,WP
1981237N16148,25/08/1981 0:00,148,16,WP
1981245N23161,1/09/1981 12:00,159.5,22,WP
1981256N10150,14/09/1981 0:00,144,11,WP
1981265N14328,21/09/1981 6:00,-32.5,13.5,NA
1981283N07132,11/10/1981 18:00,126,10,WP
1981286N10150,13/10/1981 18:00,150,10,WP
1981317N14153,12/11/1981 18:00,151.5,14.5,WP
1981324N08158,21/11/1981 0:00,153.5,10.5,WP
1981351S12060,17/12/1981 0:00,60,-12,SI
1982024S18166,23/01/1982 12:00,167.5,-16.9,SP
1982030S15065,31/01/1982 6:00,58,-16.3,SI
1982036S16060,4/02/1982 6:00,53.1,-16.1,SI
1982058S10185,26/02/1982 12:00,-177.5,-7.4,SP
1982073N07153,14/03/1982 6:00,149.5,8.8,WP
1982087N04157,27/03/1982 12:00,149.6,3.2,WP
1982131S09157,14/05/1982 12:00,156.4,-13.9,SP
1982136N08140,16/05/1982 0:00,138,8,WP
1982140N11255,19/05/1982 18:00,-102.7,11.8,EP
1982176N18114,26/06/1982 6:00,115.5,18,WP
1982179N19128,27/06/1982 12:00,133.6,18.2,WP
1982188N09262,5/07/1982 18:00,-103.2,8.1,EP
1982190N09148,12/07/1982 0:00,134.8,11.3,WP
1982199N11257,16/07/1982 0:00,-100.1,13.9,EP
1982202N12148,20/07/1982 6:00,132.5,5.4,WP
1982207N09243,24/07/1982 18:00,-108.4,11.6,EP
1982210N11245,27/07/1982 12:00,-106.3,18.2,EP
1982213N12253,31/07/1982 18:00,-104.8,12,EP
1982213N13145,4/08/1982 0:00,130,16,WP
1982215N10236,2/08/1982 6:00,-123.7,9.8,EP
1982221N10236,7/08/1982 6:00,-116.6,12.2,EP
1982221N10250,7/08/1982 12:00,-106.9,7,EP
1982227N09140,20/08/1982 12:00,122,12,WP
1982229N09154,17/08/1982 18:00,151.4,8.1,WP
1982238N10161,25/08/1982 6:00,159.7,7.6,WP
1982241N14338,26/08/1982 18:00,-19.8,11.3,NA
1982246N16119,3/09/1982 0:00,118,12.9,WP
1982247N11147,4/09/1982 0:00,143.5,11.1,WP
1982252N26269,8/09/1982 12:00,-84,26.7,NA
1982253N10250,9/09/1982 0:00,-112.9,8,EP
1982257N20172,15/09/1982 0:00,167,23,WP
1982257N20291,12/09/1982 12:00,-66.7,19,NA
1982259N15202,14/09/1982 0:00,-155.5,8.5,EP
1982259N16218,14/09/1982 0:00,-137.4,11.7,EP
1982262N12270,24/09/1982 0:00,-104.2,13.3,EP
1982274N13265,29/09/1982 0:00,-90.2,6.2,EP
1982274N25295,29/09/1982 6:00,-63.4,23.3,NA
1982287N09269,12/10/1982 6:00,-91.7,5.7,EP
1982293N09257,20/10/1982 12:00,-107.4,9.2,EP
1982304S10171,31/10/1982 0:00,172,-9.5,SP
1982311S09181,8/11/1982 12:00,175.5,-9.9,SP
1982334S09060,1/12/1982 6:00,56.7,-8.7,SI
1983019S14176,21/01/1983 12:00,172.3,-13.6,SP
1983022S10218,21/01/1983 12:00,-142,-10,SP
1983054S15179,23/02/1983 0:00,172,-11.8,SP
1983079S13224,18/03/1983 12:00,-135.6,-9.5,SP
1983086S08204,27/03/1983 0:00,-157,-6.4,SP
1983105S09228,14/04/1983 0:00,-130.7,-4.8,SP
1983141N07269,19/05/1983 18:00,-93,11.2,EP
1983183N11251,2/07/1983 12:00,-109.8,10.8,EP
1983186N04153,10/07/1983 18:00,137.1,9.5,WP
1983198N18255,17/07/1983 12:00,-105,17.7,EP
1983205N11265,22/07/1983 0:00,-97.1,11.6,EP
1983220N16111,11/08/1983 12:00,115.4,16.6,WP
1983221N13254,7/08/1983 0:00,-100.3,8.2,EP
1983229N15140,18/08/1983 6:00,136.5,15,WP
1983236N26284,22/08/1983 6:00,-70.6,21.2,NA
1983237N11253,24/08/1983 18:00,-107.4,11.2,EP
1983239N10183,29/08/1983 6:00,170.5,12.2,WP
1983243N12259,29/08/1983 18:00,-100.8,7.7,EP
1983255N12261,10/09/1983 12:00,-95.7,12,EP
1983264N15248,19/09/1983 6:00,-105.7,13.7,EP
1983271N18118,27/09/1983 0:00,117.1,13.6,WP
1983274N12251,29/09/1983 18:00,-106.4,10.1,EP
1983279N04140,9/10/1983 0:00,130.2,13,WP
1983279N17148,6/10/1983 0:00,149.8,19.5,WP
1983283N13230,8/10/1983 0:00,-125.6,8.5,EP
1983285N09260,11/10/1983 0:00,-100.2,8.5,EP
1983287N09164,20/10/1983 0:00,126.9,15.1,WP
1983317N12153,16/11/1983 0:00,141,9,WP
1983319N05157,26/11/1983 0:00,133,12,WP
1983321N11111,17/11/1983 0:00,110.1,7.3,WP
1983334N08146,1/12/1983 0:00,141,10.5,WP
1983339S10065,5/12/1983 12:00,65.2,-10.4,SI
1983353S08070,19/12/1983 0:00,71.9,-8.2,SI
1983360S13174,25/12/1983 18:00,-176.7,-11.3,SP
1984020S11077,20/01/1984 0:00,79.1,-11.1,SI
1984022S08086,25/01/1984 12:00,85.5,-14.5,SI
1984035S15152,6/02/1984 0:00,156.2,-18.7,SP
1984038S12073,11/02/1984 18:00,73.7,-15.3,SI
1984051S20163,20/02/1984 12:00,166.5,-20.2,SP
1984076S13173,15/03/1984 12:00,174.3,-12.1,SP
1984139N09260,16/05/1984 18:00,-96.2,8.7,EP
1984169N14257,15/06/1984 12:00,-97.3,13.5,EP
1984180N10258,27/06/1984 12:00,-99.6,6.7,EP
1984184N06139,6/07/1984 0:00,121.5,16,WP
1984186N16154,6/07/1984 0:00,149.5,17,WP
1984214N12143,4/08/1984 6:00,131.5,12.9,WP
1984227N18118,14/08/1984 0:00,118.5,13.6,WP
1984228N15261,13/08/1984 18:00,-94.2,13.7,EP
1984230N12226,15/08/1984 0:00,-126.2,11.1,EP
1984237N11230,27/08/1984 12:00,-144,11.5,EP
1984238N18137,26/08/1984 0:00,132,17.5,WP
1984244N37293,29/08/1984 12:00,-69.5,28.3,NA
1984258N20264,12/09/1984 6:00,-96.4,22.7,NA
1984260N14339,14/09/1984 18:00,-15.5,7.6,NA
1984261N29295,16/09/1984 18:00,-65.5,28.6,NA
1984262N14259,16/09/1984 0:00,-94.9,15.5,EP
1984267N18120,23/09/1984 0:00,122.5,18.3,WP
1984270N13262,26/09/1984 18:00,-99.5,12.6,EP
1984270N22147,26/09/1984 6:00,146.5,21.5,WP
1984281N13146,9/10/1984 6:00,150,17,WP
1984283N09139,9/10/1984 6:00,141.5,9,WP
1984284N11116,10/10/1984 6:00,117.5,11,WP
1984305N13262,30/10/1984 0:00,-92.5,14.2,EP
1984311N15291,4/11/1984 18:00,-63.9,17.4,NA
1984325S15052,18/11/1984 18:00,52.6,-12.3,SI
1984336N05156,3/12/1984 6:00,141.5,5,WP
1984337S11082,2/12/1984 0:00,81,-10.5,SI
1984339S05102,3/12/1984 18:00,102,-5.3,SI
1984355S16129,20/12/1984 6:00,127.5,-16.5,SI
1984361S12146,27/12/1984 0:00,151.5,-16.3,SP
1985005N04157,5/01/1985 6:00,155,2.6,WP
1985005N08133,3/01/1985 12:00,141.7,11.5,WP
1985014S16151,15/01/1985 0:00,152.5,-16.5,SP
1985025S15203,24/01/1985 12:00,-152.5,-19.7,SP
1985026S16126,27/01/1985 6:00,124.6,-16.9,SI
1985041S14129,9/02/1985 0:00,129.1,-13.2,SI
1985042S18060,9/02/1985 6:00,64.1,-7.6,SI
1985060S11112,3/03/1985 18:00,102.7,-10.2,SI
1985065S09118,5/03/1985 12:00,116.6,-8,SI
1985070S17175,11/03/1985 0:00,174.7,-16.5,SP
1985158N10267,5/06/1985 6:00,-88,9.5,EP
1985159N09241,8/06/1985 0:00,-119.5,8.7,EP
1985166N19111,15/06/1985 6:00,112.1,18.2,WP
1985177N10258,25/06/1985 18:00,-95.7,13.1,EP
1985178N10236,27/06/1985 0:00,-123.8,9.8,EP
1985189N12260,6/07/1985 18:00,-94.4,8,EP
1985197N29296,14/07/1985 18:00,-60.4,27.3,NA
1985199N18248,17/07/1985 0:00,-109.9,16.1,EP
1985201N12256,19/07/1985 18:00,-98.3,10.4,EP
1985210N14257,27/07/1985 18:00,-101.2,14.8,EP
1985211N12237,29/07/1985 6:00,-121.5,12.3,EP
1985212N22148,1/08/1985 6:00,141.2,20.7,WP
1985219N14254,5/08/1985 12:00,-108.9,9.2,EP
1985220N18128,9/08/1985 18:00,131,22,WP
1985224N19279,12/08/1985 0:00,-80.7,18.5,NA
1985227N16149,15/08/1985 18:00,142,14.5,WP
1985231N16142,22/08/1985 0:00,141,19,WP
1985232N16248,19/08/1985 12:00,-112.5,18.2,EP
1985234N13258,22/08/1985 0:00,-102.2,12.9,EP
1985236N23125,24/08/1985 6:00,123.5,24.5,WP
1985237N21130,26/08/1985 0:00,136.7,19.5,WP
1985240N16256,29/08/1985 0:00,-107.9,12.8,EP
1985249N13265,5/09/1985 0:00,-93.3,6.7,EP
1985256N13146,13/09/1985 6:00,141.8,13.7,WP
1985260N13115,18/09/1985 12:00,115.5,15.8,WP
1985260N13336,15/09/1985 12:00,-17.7,11.2,NA
1985261N13243,18/09/1985 0:00,-122.9,11.9,EP
1985265N30286,21/09/1985 6:00,-70.5,28.8,NA
1985268N16126,26/09/1985 0:00,122.5,17.5,WP
1985284N05159,11/10/1985 18:00,153.5,6,WP
1985294N10122,23/10/1985 0:00,126,13,WP
1985297N10201,22/10/1985 0:00,-156.6,12.3,EP
1985298N12249,25/10/1985 6:00,-111.5,12,EP
1985329S09104,26/11/1985 6:00,102.2,-6.8,SI
1986007S09098,7/01/1986 18:00,96.9,-8.9,SI
1986018S14108,17/01/1986 0:00,109.3,-13.1,SI
1986021S16140,21/01/1986 12:00,140.9,-16.6,SP
1986027S13145,27/01/1986 18:00,145.1,-12.7,SP
1986029N04152,30/01/1986 12:00,149.6,3.5,WP
1986029S14069,29/01/1986 6:00,71.5,-10.8,SI
1986036S16187,4/02/1986 0:00,-176.6,-12.7,SP
1986036S19216,4/02/1986 0:00,-148.8,-15.3,SP
1986038S13158,6/02/1986 18:00,164.1,-15.3,SP
1986048S16116,16/02/1986 12:00,115.9,-12.5,SI
1986052S13114,20/02/1986 18:00,107.6,-12.6,SI
1986056S09130,25/02/1986 0:00,125.3,-13.2,SI
1986062S15150,4/03/1986 12:00,150,-15.5,SP
1986067S11080,7/03/1986 6:00,81.9,-12.9,SI
1986070S13082,11/03/1986 6:00,77.7,-12,SI
1986085S13091,25/03/1986 12:00,91.5,-13,SI
1986095S11105,5/04/1986 6:00,104,-10.9,SI
1986111S08156,21/04/1986 12:00,156,-8.3,SP
1986112N02152,24/04/1986 18:00,143.1,5.3,WP
1986124S05090,3/05/1986 18:00,84.6,-7.6,SI
1986135S07160,15/05/1986 6:00,164.9,-11.3,SP
1986136N18114,21/05/1986 12:00,112.4,20.5,WP
1986142N13253,22/05/1986 6:00,-107.4,12.2,EP
1986156N26284,4/06/1986 0:00,-71.9,23.2,NA
1986172N04161,27/06/1986 0:00,139,14.5,WP
1986179N11175,1/07/1986 12:00,158,13,WP
1986185N14256,3/07/1986 18:00,-104.5,13.5,EP
1986200N17111,18/07/1986 12:00,114.7,12.9,WP
1986206N11265,26/07/1986 6:00,-103,12.8,EP
1986209N13139,29/07/1986 18:00,134.8,14,WP
1986221N17163,11/08/1986 6:00,158.8,17.8,WP
1986225N17134,13/08/1986 18:00,131.7,17.1,WP
1986228N19120,16/08/1986 6:00,118,18,WP
1986240N24160,31/08/1986 6:00,149.1,24.6,WP
1986241N18248,28/08/1986 18:00,-112.3,18.1,EP
1986252N06153,12/09/1986 0:00,149,10.5,WP
1986254N22309,9/09/1986 0:00,-40.8,18.5,NA
1986259N13256,14/09/1986 18:00,-104,10.6,EP
1986264N12221,19/09/1986 12:00,-138,9.2,EP
1986271N12267,28/09/1986 0:00,-93,11.5,EP
1986275N10134,7/10/1986 0:00,119,14,WP
1986283N10179,13/10/1986 6:00,167,11,WP
1986302N05178,6/11/1986 6:00,127,12,WP
1986323N23297,17/11/1986 6:00,-58.7,18.2,NA
1986325S10171,21/11/1986 6:00,170,-12,SP
1986330N05173,26/11/1986 6:00,-179.8,9.2,WP
1986343N05176,13/12/1986 12:00,163.5,6,WP
1986353N03178,21/12/1986 0:00,169,6.5,WP
1986356S07183,21/12/1986 6:00,-177,-7,SP
1987015S16125,15/01/1987 6:00,124.7,-16,SI
1987036S15066,6/02/1987 12:00,61.9,-21,SI
1987040S19051,8/02/1987 6:00,55.1,-21.1,SI
1987058S10173,26/02/1987 6:00,176.2,-13.9,SP
1987060S17199,26/02/1987 12:00,-158.4,-6.8,SP
1987096S11144,9/04/1987 18:00,133.9,-10.7,SI
1987110S27050,21/04/1987 6:00,48,-26,SI
1987140S08170,20/05/1987 6:00,169.2,-8,SP
1987188N10151,7/07/1987 6:00,149.7,11.3,WP
1987196N09146,16/07/1987 12:00,138.7,12.1,WP
1987202N09144,21/07/1987 12:00,143,8.5,WP
1987203N11263,20/07/1987 18:00,-97.3,13.2,EP
1987216N10270,2/08/1987 0:00,-87.7,6.9,EP
1987219N08134,7/08/1987 0:00,132.8,7.2,WP
1987219N08155,12/08/1987 12:00,136,12.5,WP
1987220N34283,9/08/1987 18:00,-75.4,28.1,NA
1987222N27145,8/08/1987 18:00,148,23.4,WP
1987230N15340,16/08/1987 18:00,-15.9,11.8,NA
1987238N10213,24/08/1987 6:00,-134.5,6.9,EP
1987241N10241,27/08/1987 6:00,-113.6,8.4,EP
1987242N13257,28/08/1987 0:00,-97.1,13.4,EP
1987245N15133,3/09/1987 6:00,128.7,17,WP
1987249N15329,5/09/1987 12:00,-31.3,15.2,NA
1987252N11342,8/09/1987 12:00,-18.3,11.2,NA
1987258N15253,13/09/1987 18:00,-105.4,14.3,EP
1987264N10190,20/09/1987 0:00,-167.5,13.6,EP
1987270N15160,27/09/1987 6:00,161,21.9,WP
1987274N21249,29/09/1987 6:00,-110.1,19.5,EP
1987282N12137,8/10/1987 18:00,138.9,12,WP
1987282N15277,8/10/1987 12:00,-80.4,18.6,NA
1987311N10148,14/11/1987 18:00,123.5,12.5,WP
1987340S07095,14/12/1987 12:00,75.7,-17.2,SI
1988006S05182,5/01/1988 6:00,-174.3,3,SP
1988012S11061,11/01/1988 12:00,60.5,-10.8,SI
1988021S12080,21/01/1988 0:00,77.7,-12,SI
1988055S10051,25/02/1988 0:00,49.3,-13.7,SI
1988058S19198,27/02/1988 0:00,-161.7,-18.2,SP
1988076S14056,16/03/1988 0:00,56.3,-14.4,SI
1988100S15171,7/04/1988 12:00,166.7,-10.5,SP
1988125S10071,7/05/1988 6:00,62.7,-8.3,SI
1988138S07092,16/05/1988 0:00,93.6,-4.6,SI
1988150N19119,28/05/1988 6:00,115.5,15.4,WP
1988170N05141,18/06/1988 6:00,139.5,5.5,WP
1988193N09149,12/07/1988 0:00,146,11,WP
1988208N27135,27/07/1988 6:00,137.4,21.6,WP
1988210N14251,27/07/1988 12:00,-104.5,11.7,EP
1988218N13264,4/08/1988 0:00,-92.3,14.4,EP
1988218N21128,4/08/1988 0:00,125.5,20.7,WP
1988219N27175,8/08/1988 12:00,163.5,28,WP
1988221N30270,6/08/1988 12:00,-89.3,29,NA
1988226N22173,12/08/1988 18:00,174.1,21.6,WP
1988226N26127,12/08/1988 18:00,128.7,21.4,WP
1988227N24123,13/08/1988 18:00,122.8,24.2,WP
1988235N15317,26/08/1988 6:00,-73.2,20.5,NA
1988237N23154,27/08/1988 6:00,154.5,25.5,WP
1988242N12215,27/08/1988 18:00,-144.5,14.9,EP
1988242N13262,27/08/1988 12:00,-98.4,14.5,EP
1988245N20269,31/08/1988 6:00,-89,19.8,NA
1988247N33300,1/09/1988 18:00,-56.2,25.3,NA
1988255N15132,11/09/1988 18:00,132,15.5,WP
1988255N21159,10/09/1988 0:00,157.5,20.1,WP
1988260N15157,19/09/1988 0:00,142.7,17.7,WP
1988263N15126,18/09/1988 6:00,130.2,16.4,WP
1988263N18115,19/09/1988 18:00,113,16,WP
1988264N13328,18/09/1988 6:00,-27.7,13.2,NA
1988265N12218,23/09/1988 0:00,-147,12.9,EP
1988273N09315,28/09/1988 18:00,-45.5,9,NA
1988274N12142,29/09/1988 18:00,137.7,6.9,WP
1988282N17153,9/10/1988 0:00,147.5,17.5,WP
1988306N15130,2/11/1988 0:00,129,10,WP
1988310S08100,6/11/1988 6:00,99.3,-8.1,SI
1988323N15286,18/11/1988 6:00,-76.5,15,NA
1988352S14166,21/12/1988 0:00,165.4,-21.9,SP
1988356N05142,22/12/1988 0:00,132.5,10,WP
1988364S17148,29/12/1988 0:00,148.7,-16.8,SP
1989002S14192,2/01/1989 6:00,-168.2,-14.2,SP
1989010N16212,16/01/1989 0:00,174,19.5,WP
1989023S08103,24/01/1989 12:00,102.5,-10.6,SI
1989035S11106,4/02/1989 0:00,107,-10.3,SI
1989037S16164,6/02/1989 6:00,170.1,-10.6,SP
1989042S23178,10/02/1989 0:00,-175.7,-19.4,SP
1989044S12102,16/02/1989 6:00,99.6,-12.9,SI
1989047S13079,16/02/1989 6:00,78.6,-12.9,SI
1989052S27233,19/02/1989 0:00,-122.1,-21.8,SP
1989061S16102,1/03/1989 6:00,107,-16.3,SI
1989080S16066,23/03/1989 6:00,59.1,-16.5,SI
1989087S11073,28/03/1989 6:00,73,-11,SI
1989088S15187,29/03/1989 6:00,-172.7,-14.8,SP
1989126S13178,8/05/1989 6:00,166,-12.3,SP
1989169N13265,18/06/1989 0:00,-94.9,13.2,EP
1989169N16142,20/06/1989 18:00,128.7,16.6,WP
1989176N27264,24/06/1989 0:00,-92.6,25.6,NA
1989187N15132,5/07/1989 0:00,134.5,18.8,WP
